0																												
0	-3.2460946	-5.62356	-6.4947546	-2.88332717	-6.4947546	-2.88332717																						
																												
0	3.2461454	5.62356	-0.00249952	8.3637801	-0.00249952	8.3637801																						
																												
0	12.9921277	22.50185788	10.11549119	19.37336585	10.11549119	19.37336585																						
																												
0	-6.4947546	22.50186	-3.36626257	19.62522349	-3.36626257	19.62522349																						
																												
0	-16.24073714	5.62356	-13.11224511	2.74692349	-13.11224511	2.74692349																						
																												
0	-22.7355654	-5.62356	-18.4855654	-5.62356	-18.4855654	-5.62356																						
																												
0	-12.9921254	-22.50186	-12.9921254	-18.25186	-12.9921254	-18.25186																						
																												
0	6.49476191	-22.50185328	6.49476191	-18.25185328	6.49476191	-18.25185328																						
																												
1	16.2407854	-5.62356	12.56035488	-3.49825268	19.92121592	-7.74886732																						
																												
1	22.73557729	5.62357093	26.41600781	3.49826361	19.05514678	7.74887826																						
																												
0	32.4815454	22.50186	28.2315454	22.50186	28.2315454	22.50186																						
																												
0	22.7414774	39.36995589	22.7414774	35.11995589	22.7414774	35.11995589																						
																												
0	3.2461967	39.38011285	3.2461967	35.13011285	3.2461967	35.13011285																						
																												
0	-16.2407346	39.38016	-13.11224511	36.50352073	-13.11224511	36.50352073																						
																												
0	-25.9841746	22.50186	-22.85568511	19.62522073	-22.85568511	19.62522073																						
																												
1	-35.72761714	5.62356	-32.04754622	3.49763007	-39.40768806	7.74948993																						
																												
1	-42.2249346	-5.62356	-45.90500552	-3.49763007	-38.54486368	-7.74948993																						
																												
0	-32.4814946	-22.50186	-29.38982867	-19.58568069	-29.38982867	-19.58568069																						
																												
0	-22.7414328	-39.37	-22.7414328	-35.12	-22.7414328	-35.12																						
																												
0	-3.2460946	-39.38016	-3.2460946	-35.13016	-3.2460946	-35.13016																						
																												
0	16.24056984	-39.38037679	13.59481432	-36.05434647	13.59481432	-36.05434647																						
																												
0	25.9842254	-22.50186	22.73557729	-19.76164368	22.73557729	-19.76164368																						
																												
1	35.7276654	-5.62356	39.01999466	-8.31113661	39.01999466	-8.31113661																						
																												
1	42.2249927	5.62356671	44.93808553	2.35223253	44.93808553	2.35223253																						
																												
			51.82232368	5.63203242	26.9914328	47.87971547	-20.4907346	47.87971547	-52.04457823	-4.85907085	-27.84091595	-46.78104365	20.4633539	-46.78104365	51.82232368	5.63203242												
																												
0	51.96913976	22.50227245	54.09419475	18.82169632	49.84408478	26.18284858																						
																												
0	42.22450916	39.37988503	44.34956417	35.69930887	40.09897793	43.0601862																						
																												
0	35.7276654	50.63236	37.85272043	46.9517838	31.60210441	51.65326477																						
																												
0	25.98422794	56.25846	29.66471752	54.13325496	21.73422794	56.25846																						
																												
0	12.99212794	56.25846	17.24212794	56.25846	8.74212794	56.25846																						
																												
0	-6.4947546	56.25846	-2.2447546	56.25846	-10.7447546	56.25846																						
																												
0	-25.9841746	56.25846	-21.7341746	56.25846	-28.10896998	52.5777339																						
																												
0	-35.72812234	50.63148058	-32.04763253	52.75668521	-37.85312544	46.9508744																						
																												
0	-35.7276146	39.38016	-33.60281922	43.0608861	-37.8526177	35.69955382																						
																												
0	-45.4726421	33.75351007	-43.34763907	37.43411613	-47.59764513	30.07290402																						
																												
0	-45.4726421	22.50131007	-43.34763907	26.18191613	-47.59764513	18.82070402																						
																												
0	-55.2170346	16.87576	-53.0920315	20.55636618	-57.3422454	13.19527375																						
																												
0	-55.2170346	5.62356	-53.0920315	9.30416618	-57.34297788	1.9434968																						
																												
0	-61.71440794	-5.62356254	-61.71438778	-1.37356254	-59.58918818	-9.30404362																						
																												
0	-51.9683746	-22.50186	-53.99187296	-18.76448734	-49.84341275	-26.18248999																						
																												
0	-42.22418461	-39.37969621	-44.34955482	-35.69835888	-40.09881439	-43.06103353																						
																												
0	-35.7276146	-50.63235492	-37.85257645	-46.95172493	-31.60205344	-51.653259																						
																												
0	-25.9841746	-56.25846	-29.66466359	-54.13325393	-21.7341746	-56.25845948																						
																												
0	-12.99206731	-56.2584533	-17.24206731	-56.25845893	-8.74206731	-56.25845788																						
																												
0	6.49476046	-56.25845601	2.24476046	-56.25845653	10.74476046	-56.25845549																						
																												
0	25.62754018	-55.64066562	21.37975402	-55.77782506	27.87001789	-52.03043104																						
																												
0	35.7276146	-50.63236	31.92002698	-52.52042158	37.85262185	-46.95175622																						
																												
0	35.7276654	-39.38016	33.48518769	-42.99039458	37.54967074	-35.54052505																						
																												
0	45.47266115	-33.75352107	43.34765397	-37.43412473	47.59673482	-30.0723786																						
																												
0	44.11038617	-21.71468615	42.28838083	-25.5543211	46.52463142	-18.21698407																						
																												
0	55.2170854	-16.87576	53.09207815	-20.55636378	57.3422962	-13.19527375																						
																												
0	55.2170854	-5.62356	52.80284014	-9.12126208	57.34301595	-1.94348944																						
																												
0	61.7144054	5.62356	59.58847485	1.94348944	59.58935037	9.3041362																						
			64.15787767	10.24782473																								
			65.25	6.98368481	65.25	-6.98368481	38.67304845	-53.01631519	26.57695155	-60	-26.57695155	-60	-38.67304845	-53.01631519	-65.25	-6.98368481	-65.25	6.98368481	-38.67304845	53.01631519	-26.57695155	60	26.57695155	60	38.67304845	53.01631519	65.25	6.98368481
