0	0																																																																																																																																																																															
	19.65276205	8.38391363	19.65276205	1.31829762	3.24787679	1.31829762	3.24787679	8.11019268																																																																																																																																																																								
	-31.53927735	22.7372083																																																																																																																																																																														
	-42.37571492	34.85755009	-46.05299457	40.06477525																																																																																																																																																																												
	-35.99460706	38.29183668																																																																																																																																																																														
	-31.28063109	43.97494844	-32.53904357	49.03763703	-24.98856867	53.12701997	-16.62147937	49.03763703																																																																																																																																																																								
	0																																																																																																																																																																															
	-10.39155394	57.13159592	-12.56174541	60.71448215																																																																																																																																																																												
	-6.70041264	54.07499495	0.107741	55.10981945																																																																																																																																																																												
	0.08070683	63.23854875	0.08070683	58.0091659																																																																																																																																																																												
	0																																																																																																																																																																															
	10.01421632	56.88764874	12.36377149	59.92399695																																																																																																																																																																												
	19.06692725	59.0257584																																																																																																																																																																														
	32.17508523	47.49297231	27.0782478	50.33276862	23.59555019	51.25208853	16.25352543	37.66105078																																																																																																																																																																								
	39.382	29.95260856																																																																																																																																																																														
	54.16249132	31.29827498	50.15344288	29.23355353																																																																																																																																																																												
	46.65699349	46.65699349																																																																																																																																																																														
	46.65699349	0.0000034	51.27677986	0.0000034																																																																																																																																																																												
	45.58824026	-19.48903569																																																																																																																																																																														
	54.44025717	-31.98621765	50.99997562	-30.02034248																																																																																																																																																																												
	0																																																																																																																																																																															
	45.008	-33.51798593	45.008	-40.06477185	39.96469721	-43.03234401																																																																																																																																																																										
	30.20811227	-40.06477185	18.19949599	-47.89927448																																																																																																																																																																												
	16.878	-57.25958552	12.67625025	-59.76957607																																																																																																																																																																												
	0																																																																																																																																																																															
	1.59539502	-50.65415809	1.59539502	-53.70932053	3.79761687	-53.70932053																																																																																																																																																																										
	0																																																																																																																																																																															
	0	-63.34463333	0	-58.31394116																																																																																																																																																																												
	-2.69957001	-47.08707515																																																																																																																																																																														
	27.51162986	-47.89927448	25.09452016	-44.66451247	23.05113515	-42.57384551	18.19949599	-43.79932223	8.51666368	-43.79932223	1.59539502	-46.52964217	-12.56174541	-43.79932223	-12.56174541	-55.87126013	-15.14543783	-58.31394116	-17.6143841	-43.79932223	-25.13081811	-43.79932223	-28.23237576	-48.76908086																																																																																																																																																								
	-29.54309087	-39.13139107																																																																																																																																																																														
	-40.85326922	-43.79932223	-34.66717553	-39.59052651																																																																																																																																																																												
	-34.66717553	-29.23355353																																																																																																																																																																														
	-55.51461153	-31.49188028	-51.8656155	-29.23355353																																																																																																																																																																												
	-50.634	-2.90091674																																																																																																																																																																														
	-43.92698799	8.80718092	-46.05299457	12.12075084	-48.11189804	11.29564104	-48.11189804	3.98215033	-46.05299457	-2.90091674	-50.634	0.00003328	-55.98824594	0.0000368																																																																																																																																																																		
	-48.54904141	29.23355353																																																																																																																																																																														
	-55.51461153	32.19141887	-51.20606824	29.23355353																																																																																																																																																																												
	-39.79860355	32.78366872																																																																																																																																																																														
	-35.99460706	29.23355353	-31.53927735	22.7372083	-31.19478601	17.56936038	-13.76654747	17.56936038	-14.47946991	31.48307346	-11.17127595	33.91952265	-5.626	32.78366872	0	34.85755009	4.43987568	32.19141887	1.36332498	28.18488451	7.66963068	17.94737968	13.97209659	17.94737968	21.32599222	30.5119916	33.92364981	30.5119916	33.92364981	15.57852515	47.82480296	15.57852515	55.53606608	13.808192	55.53606608	18.7955126	47.82480296	20.56584574	47.82480296	29.95260856	35.09709456	35.06993462	9.35446217	35.06993462	2.30803487	41.83921984	2.30803487	49.03763703	8.92980624	53.41753649	0.08070683	55.11500524	-6.70041264	54.07499495	-10.84724891	49.75838258	-11.9767098	46.94921063	-18.271785	37.3305515	-28.79624987	38.29183668	-47.14881686	27.86537701	-48.54904141	20.56584574	-56.26	18.7955126	-56.26	14.29890886	-43.92698799	15.71707872	-42.37571492	12.98654086	-0.00000115	12.98654086	11.252	14.14272862	23.31200342	11.00145944	33.756	11.00145944	48.07521068	9.75182487	48.07521068	-4.4339475	-3.63474269	-4.4339475	-8.31487745	-4.91211575	-15.14543783	-4.50370512	-38.5622553	-5.91334188	-44.61986566	-7.4716985	-49.75240035	-14.41016871	-55.98824594	-14.41016871	-55.98824594	-18.28994825	-51.8656155	-18.28994825	-48.11189804	-19.48903569	-46.71716457	-26.9942137	-45.31305855	-29.46570936	-44.61986566	-29.46570936	-43.5081096	-25.98538092	-34.66717553	-25.98538092	-28.23237576	-39.13139107	-15.14543783	-39.13139107	-11.17127595	-26.2578866	11.25323915	-26.2578866	19.06692725	-27.73645913	20.58787752	-22.9756501	33.92364981	-23.52355682	36.0189075	-29.06303027	38.70466246	-23.52355682	41.96654118	-23.52355682	41.96654118	-29.13273231	45.58824026	-30.29503897	49.22967098	-28.21050226	46.65699349	-24.28203046	49.42633287	-18.28994825	57.11862781	-18.28994825	57.11862781	-13.77868771	49.42633287	-13.77868771	46.65699349	-8.69580195	19.42466066	-8.69580195	19.42466066	-16.24086307	15.20016767	-21.92405957	3.24787679	-21.92405957	3.24787679	-8.57368813	-14.32294443	-8.57368813	-14.32294443	-21.76166189	-16.62147937	-26.2578866	-27.27367951	-26.2578866	-31.70548617	-22.22165604	-31.70548617	-8.15737542
