32.4609447	48.5924237	31.17693036	48.5924237
25.36676548	52.64866618	24.01855042	52.64866618
0.00000022	52.64866618	-5.685	52.64866618
-26.18656802	53.57816313	-28.88659633	51.66564308
-32.28022369	48.5924237	-32.28022369	44.74682053
-28.42500055	39.386835	-30.61008786	39.386835
-42.79862597	32.13891559	-39.795	32.13891559
-15.14923798	32.822362	3.16247396	32.822362
9.94839347	36.1045985	13.055	36.1045985
20.19593618	32.822362	35.99585534	32.822362
53.8336149	27.31822815	49.00018876	27.31822815
56.85	18.97684771	50.62682416	18.97684771
45.48	13.1289445	30.61894184	13.1289445
13.055	16.15545478	9.59043038	16.15545478
-5.685	13.1289445	-44.57212745	13.1289445
-48.39969483	16.15545478	-56.85	16.15545478
-54.67577957	0	-49.62320169	0
-41.80850008	-6.56447198	-38.41378274	-6.56447198
-25.58250028	-4.9233545	-19.8975	-4.9233545
-8.99289913	-6.56447198	-3.47648345	-6.56447198
11.36999935	-3.78850959	13.055	-3.78850959
21.9756168	-6.5644725	45.48	-6.5644725
52.25345955	-16.411181	49.00018876	-16.411181
45.48	-26.25789	39.795	-26.25789
16.1047042	-26.25789	-13.66063547	-26.25789
-32.28022369	-26.25789	-45.48	-26.25789
-56.85000003	-16.4111809	-49.62320169	-16.4111809
-14.91537183	-55.798016	-13.66063547	-53.02435523
-23.44109104	-43.53499178	-13.66063547	-43.53499178
-7.35922043	-46.69196215	0	-46.69196215
9.59043038	-44.2598127	18.22268661	-44.2598127
22.74	-41.87891983	26.25823741	-39.386835
