32.46094473	48.59242377
31.17693028	48.59242377
25.36676537	52.6486661
24.01855039	52.6486661
9.948393362	57.95680585
7.359220486	54.99967054
0	63.98432009
0	61.69017913
4.47499994	52.6486661
-8.99289921	52.6486661
-26.1865679	53.5781631
-28.88659628	51.66564318
-32.28022373	48.59242377
-32.28022373	44.74682059
-45.47999997	40.06477179
-44.60703042	38.41534125
-56.74607193	32.34105775
-53.8481331	30.85112981
-42.79862586	32.13891566
-39.79499991	32.13891566
-36.4668877	34.57223286
-34.66909398	36.10459911
-30.61008788	39.38683512
-28.42500055	39.38683512
-12.171521	46.669071
-20.80625506	35.21270047
-15.14923793	32.82236209
3.16247399	32.82236209
9.948393362	36.10459861
13.05500005	36.10459911
20.19593624	32.82236209
35.99585536	32.82236209
40.59987181	32.13891566
43.73388332	30.64898772
56.85000009	32.13891566
53.73841195	30.37968753
56.85000009	16.90651432
50.62682407	16.90651432
45.47999997	13.12894453
30.61894181	13.12894453
13.05500005	16.15545486
9.5904304	16.15545486
4.47499994	12.1210263
-12.171521	12.96714145
-18.00580448	12.96714145
-25.58250027	12.96714145
-34.66909398	12.96714145
-47.26816658	12.96714145
-47.26816658	27.31822807
-49.62320174	22.97565306
-49.62320174	17.35309153
-57.51838966	17.35309153
-54.67577965	0
-49.62320174	0
-41.80850008	-6.564472012
-36.4668877	-6.564472012
-25.58250027	-4.92335439
-19.89749996	-4.92335439
-8.99289921	-6.564472012
-3.476483522	-6.564472012
3.16247399	0.94421706
3.16247399	-2.412451614
11.36999936	-3.788509568
13.05500005	-3.788509568
21.45830887	11.12146188
18.97054067	0
21.9756167	-6.56447252
45.47999997	-6.56447252
50.62682407	0
53.73841195	0
54.67577965	-16.41118105
49.00018877	-16.41118105
45.47999997	-26.25789008
39.79499991	-26.25789008
30.61894181	-23.10819
28.42500005	-23.10819
16.10470414	-26.25789008
-14.91537174	-26.25789008
1.747731582	-11.22370704
2.184922224	-13.12894504
-29.55292946	-26.25789008
-45.47999997	-26.25788983
-49.62320174	-16.41118079
-56.85000009	-16.41118079
-56.85000009	-32.16183052
-53.95206101	-30.82219134
-31.13750084	-36.10459886
-28.42500055	-38.55743978
-23.44109104	-43.53499167
-13.66063537	-43.53499167
-14.91537174	-55.79801591
-13.66063537	-53.02435522
-7.359220486	-46.69196224
0	-46.69196224
0	-62.36248894
0	-60.62782845
13.05500005	-59.74288331
15.00607591	-58.36248907
9.5904304	-44.25981267
18.22268669	-44.25981267
22.73999999	-41.8789198
26.2582373	-39.38683512
41.18348837	-44.25981267
44.54868789	-41.8789198
55.04180508	-31.5608937
51.16500003	-30.08348898
