0	0																																																																																																																																																																					
	-34.66717553	8.38391363	-34.66717553	-1.31829762																																																																																																																																																																		
	0																																																																																																																																																																					
	-22.504	-1.31829762	-22.504	8.38391363																																																																																																																																																																		
	0																																																																																																																																																																					
	-11.17127595	8.38391363	-11.17127595	-1.31829762																																																																																																																																																																		
	0																																																																																																																																																																					
	33.51849452	-2.90091674	33.51849452	8.38391363																																																																																																																																																																		
	0																																																																																																																																																																					
	19.65276205	8.38391363	19.65276205	-1.31829762	3.24787679	-1.31829762	3.24787679	8.38391363	-7.35922043	12.12075084	-46.05299457	12.12075084	-48.11189804	11.29564104	-48.11189804	3.98215033	-46.05299457	-2.90091674	-50.634	0.00003328	-55.98824594	0.0000368																																																																																																																																																
	-43.92698799	21.29507413																																																																																																																																																																				
	-55.98824594	32.19141887	-50.634	29.23355	-42.55652336	35.32652214	-46.71716457	41.17961286																																																																																																																																																														
	-36.58694557	35.85331487																																																																																																																																																																				
	-31.70548617	43.50346369	-32.6862397	47.2474697	-23.01723468	52.16353801	-15.62623386	48.29817582	-9.3874552	51.87148517	-1.91391566	51.87148517	-1.91391566	55.8238773	-9.3874552	55.8238773	-12.56174541	59.66704367																																																																																																																																																				
	-3.07798905	57.78217204																																																																																																																																																																				
	0.2643601	63.97844843	0.2643601	59.46215838	2.79462556	55.8238773	2.79462556	50.10941969	5.626	50.10941969	3.24787679	44.56961616																																																																																																																																																										
	8.4117757	48.76780332																																																																																																																																																																				
	12.29550128	60.07358351	7.32851787	54.15335247	19.93243523	46.75449452	22.88739608	51.78825549	33.51849452	46.27807267	33.51849452	38.20941741	49.42539274	28.87161576	54.16249132	31.29827498																																																																																																																																																						
	46.65699349	6.49634523																																																																																																																																																																				
	57.11862781	0.0000034	51.27677986	0.0000034																																																																																																																																																																		
	42.5206707	-21.92405957																																																																																																																																																																				
	42.5206707	-29.23355353	49.32137528	-25.98538092	49.32137528	-21.92405957	34.38017674	-29.06031896	33.756	-37.7905305	39.96469721	-43.03234401	45.008	-40.06477185	45.008	-33.51798593	50.99997562	-30.02034248	54.44025717	-31.98621765																																																																																																																																																		
	49.42633287	-16.24086307																																																																																																																																																																				
	22.504	-30.02034248	22.504	-41.95749021	26.86667072	-48.44138817																																																																																																																																																																
	0																																																																																																																																																																					
	16.878	-43.03234401	16.878	-57.25958552	12.67625025	-59.76957607	4.85079004	-55.21893445	0	-55.21893445	0	-62.64842512																																																																																																																																																										
	-7.35922043	-65.25151266																																																																																																																																																																				
	-13.25567954	-59.76957607	-17.6143841	-57.25958552	-14.21013237	-48.99819183	3.74663267	-48.99819183																																																																																																																																																														
	0																																																																																																																																																																					
	11.252	-30.02034248	11.252	-40.06477185	5.626	-43.85020858	0.38749209	-44.66807315	-7.35922043	-43.03234401	-17.6143841	-43.79932223	-25.13081811	-43.79932223	-28.23237576	-48.76908086																																																																																																																																																						
	-28.23237576	-39.13139107																																																																																																																																																																				
	-40.85326922	-43.79932223	-34.66717553	-39.59052651																																																																																																																																																																		
	-34.66717553	-25.98538092																																																																																																																																																																				
	-54.67577957	-31.98621765	-50.634	-30.02034248	-45.008	-31.29537088	-39.382	-27.8960546	-48.549	-24.37524235																																																																																																																																																												
	0																																																																																																																																																																					
	-43.5081096	-10.22060032	-31.4445152	-10.22060032	-31.4445152	-22.45933315	-27.27367951	-26.2578866	-16.62147937	-26.2578866	-14.32294443	-21.76166189	-14.32294443	-8.57368813	3.24787679	-8.57368813	3.24787679	-21.92405957	15.20016767	-21.92405957	19.42466066	-16.24086307	19.42466066	-8.69580195	46.65699349	-8.69580195	49.42633287	-13.77868771	57.11862781	-13.77868771	57.11862781	-18.28994825	49.32137528	-18.28994825	33.83007978	-23.51971245	20.58787752	-22.9756501	19.06692725	-27.73645913	4.33982581	-27.8960546	0	-30.02034248	-3.07798905	-26.2578866	-11.17127595	-26.2578866	-15.14543783	-39.13139107	-28.23237576	-39.13139107	-34.66717553	-25.98538092	-41.63358672	-21.76166189	-48.11189804	-19.48903569	-51.8656155	-18.28994825	-55.98824594	-18.28994825	-55.98824594	-14.41016871	-51.50505353	-14.41016871	-47.27816566	-8.08026083	-42.44496089	-4.50495368	48.07521068	-4.4339475	48.07521068	9.75182487	33.756	11.00145944	23.31200342	11.00145944	11.252	13.52596418	3.24787679	13.52596418	-7.35922043	16.2397057	-39.382	16.2397057	-43.92698799	15.71707872	-56.26	14.29890886	-56.26	18.7955126	-48.549	21.29507413	-43.92698799	28.16212892	-36.58694557	35.85331487	-30.46387467	40.13306532	-17.6143841	41.50921228	-13.96860198	41.50921228	-10.84724891	46.27807267	-5.626	48.76780332	0.2643601	48.76780332	-0.9971219	46.84048801	0.0311265	42.22624399	19.93243523	42.22624399	24.64477261	36.58123501	47.04759187	25.09055682	47.04759187	21.97335577	56.04693401	19.90730855	56.04693401	14.91998796	48.33567089	16.6903211	34.43451774	16.6903211	34.43451774	29.23355353	28.13	29.23355353	18.95766069	24.72671799	14.14716161	18.81619763	8.4117757	18.81619763	0	27.65354687	-11.80895255	27.65354687	-13.25567954	25.18171913	-13.25567954	18.96195487	-30.70263625	18.96195487	-31.02840942	23.84900426	-35.22254031	28.16212892	-28.96277964	35.85331487	-20.99614272	34.02435362	-17.6143841	31.22621184	16.87492838	31.65341576	16.87492838	35.85331487	-18.51671814	35.85331487
