0		0	0				
7	1	6.089	73.490	3.990	77.128	3.990	77.128
0	1	0	0	0	0	0	0
7	1	-6.036	73.489	-8.135	77.127	-8.135	77.127
0	1	0	0	0	0	0	0
7	1	-24.222	62.996	-26.321	66.634	-26.321	66.634
0	1	0	0	0	0	0	0
7	0	-30.278	73.492	-28.179	69.855	-28.179	69.855
0	1	0	0	0	0	0	0
7	0	-48.474	69.997	-44.283	70.271	-44.283	70.271
0	1	0	0	0	0	0	0
7	1	-42.407	52.504	-43.388	56.587	-43.388	56.587
0	1	0	0	0	0	0	0	
7	0	-54.524	52.508	-52.425	48.870	-52.425	48.870
0	1	0	0	0	0	0	0
7	0	-60.592	35.003	-56.622	33.633	-62.908	38.506
0	1	0	0	0	0	0	0
7	0	-60.593	42.011	-62.908	38.506	-58.277	38.507
0	1	0	0	0	0	0	0
7	0	-60.592	35.003	-58.277	38.507	-56.622	33.633
0	1	0	0	0	0	0	0
7	0	-72.734	28.007	-68.768	26.624	-68.768	26.624
0	1	0	0	0	0	0	0
7	0	-84.864	7.018	-81.226	9.117	-81.226	9.117
0	1	0	0	0	0	0	0	
7	1	-66.665	17.507	-64.569	13.876	-64.569	13.876
0	1	0	0	0	0	0	0	
7	1	-48.479	28	-46.384	24.368	-46.384	24.368
0	1	0	0	0	0	0	0
7	1	-30.293	38.493	-28.198	34.861	-28.198	34.861
0	1	0	0	0	0	0	0
7	0	-12.107	48.985	-14.206	52.623	-7.915	49.242
0	1	0	0	0	0	0	0
7	0	-6.034	45.484	-7.915	49.242	-10.228	45.229
0	1	0	0	0	0	0	0
7	0	-12.107	48.985	-10.228	45.229	-14.206	52.623
0	1	0	0	0	0	0	0
7	1	6.078	59.478	8.177	55.840	8.177	55.840
0	1	0	0	0	0	0	0
7	1	24.264	69.971	26.363	66.333	26.363	66.333
0	1	0	0	0	0	0	0
7	1	42.453	73.474	38.815	71.375	38.815	71.375
0	1	0	0	0	0	0	0
7	1	48.517	62.983	46.418	66.620	46.418	66.620
0	1	0	0	0	0	0	0
7	0	30.332	52.490	32.431	48.852	32.431	48.852		
0	1	0	0	0	0	0	0
7	0	12.146	41.997	14.245	38.359	14.245	38.359
0	1	0	0	0	0	0	0
7	0	-6.040	31.504	-3.941	27.866	-3.941	27.866
0	1	0	0	0	0	0	0
7	0	-24.234	21.006	-22.135	17.369	-22.135	17.369
0	1	0	0	0	0	0	0
7	0	-42.420	10.514	-40.321	6.876	-40.321	6.876
0	1	0	0	0	0	0	0
7	0	-60.606	0.021	-58.507	-3.617	-58.507	-3.617
0	1	0	0	0	0	0	0
7	0	-78.800	-10.477	-75.162	-8.378	-75.162	-8.378
0	1	0	0	0	0	0	0
7	0	-66.677	-24.483	-67.215	-20.318	-67.215	-20.318
0	1	0	0	0	0	0	0
7	1	-48.505	-13.986	-46.401	-17.633	-46.401	-17.633
0	1	0	0	0	0	0	0
7	1	-30.320	-3.494	-28.216	-7.140	-28.216	-7.140
0	1	0	0	0	0	0	0
7	1	-12.120	 6.995	-10.021	3.358	-10.021	3.358
0	1	0	0	0	0	0	0
7	1	6.066	17.488	8.165	13.850	8.165	13.850
0	1	0	0	0	0	0	0
7	1	24.251	27.981	26.350	24.343	26.350	24.343
0	1	0	0	0	0	0	0
7	1	42.437	38.474	44.536	34.836	44.536	34.836
0	1	0	0	0	0	0	0
7	1	60.623	48.967	62.722	45.329	62.722	45.329
0	1	0	0	0	0	0	0
7	0	66.695	31.477	70.333	33.576	62.504	31.211
0	1	0	0	0	0	0	0
7	0	60.627	34.969	62.504	31.211	64.819	35.235
0	1	0	0	0	0	0	0
7	0	66.695	31.477	64.819	35.235	70.333	33.576
0	1	0	0	0	0	0	0
7	1	78.796	17.470	76.697	21.107	76.697	21.107
0	1	0	0	0	0	0	0
7	1	60.610	6.977	64.248	9.076	64.248	9.076
0	1	0	0	0	0	0	0
7	0	48.510	20.984	50.609	17.346	50.609	17.346
0	1	0	0	0	0	0	0
7	1	42.416	-3.521	46.054	-1.422	46.054	-1.422
0	1	0	0	0	0	0	0
7	0	30.324	10.491	32.423	6.853	32.423	6.853
0	1	0	0	0	0	0	0
7	1	24.230	-14.014	27.868	-11.915	27.868	-11.915
0	1	0	0	0	0	0	0
7	0	12.125	0.002	14.223	-3.636	14.223	-3.636
0	1	0	0	0	0	0	0
7	0	-6.061	-10.491	-3.962	-14.128	-3.962	-14.128
0	1	0	0	0	0	0	0
7	0	-24.247	-20.983	-22.148	-24.621	-22.148	-24.621
0	1	0	0	0	0	0	0
7	0	-42.433	-31.476	-40.332	-35.117	-40.553	-27.717
0	1	0	0	0	0	0	0
7	0	-36.362	-27.987	-40.553	-27.717	-38.238	-31.745
0	1	0	0	0	0	0	0
7	0	-42.433	-31.476	-38.238	-31.745	-40.332	-35.117
0	1	0	0	0	0	0	0
7	0	-60.618	-41.969	-56.981	-39.870	-56.981	-39.870
0	1	0	0	0	0	0	0
