0																													
7	1	19.489035	0	15.80842714	2.12500019	23.16964286	-2.12500019																						
0																													
7	1	22.737208	5.626	26.41781586	3.50099981	19.05660014	7.75100019																						
0																													
7	1	25.98538	22.504	22.30478546	24.62902325	29.66597454	20.37897675																						
0																													
7	1	29.2336	28.13	32.91419454	26.00497675	25.55300546	30.25502325																						
0																													
7	0	22.737208	39.382	22.737208	35.132	22.737208	35.132																						
0																													
7	0	3.248172	39.382	3.248172	35.132	3.248172	35.132																						
0																													
7	1	3.248172	28.13	-1.001828	28.13	-1.001828	28.13																						
0																													
7	1	3.248172	16.878	-1.001828	16.878	-1.001828	16.878																						
0																													
7	1	3.248172	5.626	-1.001828	5.626	-1.001828	5.626																						
0																													
7	1	-16.240863	5.626	-11.990863	5.626	-11.990863	5.626																						
5				-4.3530304	24.62902325																								
7	0	-12.99269	22.504	-12.99269	26.754	-12.99269	18.254																						
0																													
7	0	-19.489035	22.504	-19.489035	18.254	-19.489035	26.754																						
0																													
7	0	-16.240863	39.382	-16.240863	35.132	-16.240863	35.132																						
0																													
7	0	-32.481726	22.504	-28.231726	22.504	-28.231726	22.504																						
0																													
7	0	-35.729898	5.626	-39.41050584	7.75100022	-32.04929016	3.50099978																						
0																													
7	0	-35.729898	-5.626	-32.0492906	-3.50099975	-39.97989744	-5.6247138																						
0																													
7	0	-35.729898	-16.878	-35.729898	-12.628	-35.729898	-12.628																						
0																													
7	1	-12.99269	-11.252	-12.99269	-15.502	-12.99269	-15.502																						
0																													
7	1	6.496345	-11.252	6.496345	-15.502	6.496345	-15.502																						
0																													
7	0	25.98538	-11.252	25.98538	-7.002	25.98538	-7.002																						
0																													
7	1	42.226243	5.626	42.226243	1.376	42.226243	1.376																						
0																													
7	1	45.474416	-11.252	41.224416	-11.252	41.224416	-11.252																						
7		0	0	28.73761241	-18.82402387	15.80636558	-16.878																						
7	0	19.489035	-22.504	15.80636558	-24.62542545	23.17277677	-20.38443718																						
0																													
7	0	22.737208	-28.13	26.41987742	-26.00857455	19.05453858	-30.25142545																						
0																													
7	1	3.248172	-28.13	3.248172	-23.88	3.248172	-23.88																						
0																													
7	0	-16.240863	-28.13	-16.240863	-32.38	-16.240863	-32.38																						
0																													
7	0	-35.729898	-28.13	-35.729898	-32.38	-35.729898	-23.88																						
0																													
7	0	-29.233553	-28.13	-29.233553	-23.88	-29.233553	-32.38																						
0																													
7	0	-16.240863	-39.382	-16.240863	-35.132	-16.240863	-35.132																						
0																													
7	0	3.248172	-39.382	3.248172	-35.132	3.248172	-35.132																						
0																													
7	1	22.737208	-39.382	22.737208	-43.632	22.737208	-43.632																						
0																													
7	1	25.98538	-56.26	28.73761241	-53.02152555	21.73538	-56.26																						
0																													
7	1	6.496345	-56.26	10.746345	-56.26	2.246345	-56.26																						
0																													
7	1	-6.496345	-56.26	-2.246345	-56.26	-10.746345	-56.26																						
0																													
7	1	-25.98538	-56.26	-21.73538	-56.26	-29.66598797	-54.135																						
0																													
7	1	-35.72989796	-50.63399993	-31.47989816	-50.6327138	-37.85489796	-46.95339197																						
0																													
7	0	-35.729898	-39.382	-39.4094278	-41.50886635	-39.4094278	-41.50886635																						
0																													
7	1	-45.474416	-33.756	-43.34832201	-37.43597613	-47.60050999	-30.07602387																						
0																													
7	1	-51.970761	-22.504	-49.84466701	-26.18397613	-54.09685499	-18.82402387																						
0																													
7	0	-51.970761	-11.252	-55.65136897	-13.377	-55.65136897	-13.377																						
0																													
7	1	-61.715279	-5.626	-59.583728	-9.30281796	-61.70874047	-1.37600503																						
0																													
7	1	-55.218934	5.626	-55.218934	1.376	-55.24160087	9.87593955																						
0																													
7	1	-51.970761	22.504	-54.12183765	18.83857107	-49.81968435	26.16942893																						
0																													
7	1	-45.474416	33.756	-47.58670107	30.06808029	-41.79380803	35.881																						
0																													
7	1	-35.72989804	39.38200007	-39.41050601	37.25700007	-32.04821281	41.50513311																						
0																													
7	1	-35.729898	50.634	-34.98039962	46.45060997	-31.479898	50.634																						
0																													
7	1	-25.98538	56.26	-29.66558063	54.13429463	-21.73538	56.26																						
0																													
7	1	-6.496345	56.26	-10.746345	56.26	-2.246345	56.26																						
0																													
7	1	6.496345	56.26	2.246345	56.26	10.746345	56.26																						
0																													
7	1	25.98538	56.26	21.73538	56.26	29.66735162	54.13736368																						
0																													
7	1	35.729898	50.634	31.47989819	50.6352862	37.85668368	46.95442357																						
0																													
7	1	42.226243	39.382	40.10491807	43.06472732	44.35848474	35.70558256																						
0																													
7	0	45.474416	22.504	49.15610119	24.62713311	49.15610119	24.62713311																						
0																													
7	1	55.218934	16.878	53.09697942	20.56036456	57.34816812	13.19983985																						
0																													
7	1	61.715279	5.626	59.59514597	9.30941363	59.42238573	2.0475729																						
0																													
7	1	61.715279	-5.626	61.715279	-1.376	59.59027906	-9.306608																						
0																													
7	1	55.218934	-16.878	57.34393394	-13.197392	53.09393406	-20.558608																						
0																													
7	0	42.226243	-28.13	45.90904058	-30.25120296	45.90904058	-30.25120296																						
0																													
7				39.7960199	-35.132	30.87147455	-50.51067002																						
5				32.91419454	-55.04051877																								
29				38.42419606	-53.02737905	65.13953853	-6.75504855	65.13953853	6.75762095	38.27625709	53.28618926	27.01775894	59.7862862	-26.70880394	59.7862862	-38.411119	53.02995145	-65.12646147	6.75762095	-65.12646147	-6.75504855	-38.411119	-53.02737905	-26.70880394	-59.7837138	26.721881	-59.7837138	38.42419606	-53.02737905
