0						
1	2	1	35.7276654	50.63236	35.7276654	50.63236
						
1	2	1	25.98422794	56.25846	25.98422794	56.25846
						
1	2	1	12.99212794	56.25846	12.99212794	56.25846
2	3					
		1	-6.4947546	56.25846	-6.4947546	56.25846
2	3					
		1	-25.9841746	56.25846	-25.9841746	56.25846
2	3					
3	4	1	-35.7276146	50.63236	-35.7276146	50.63236
						
3	4	1	-45.4735946	33.75406	-45.4735946	33.75406
						
3	4	1	-35.7276146	39.38016	-35.7276146	39.38016
4	5					
		1	-16.2407346	39.38016	-16.2407346	39.38016
4	5					
		1	3.2461454	39.38016	3.2461454	39.38016
4	5					
5	6	1	22.7414328	39.37	22.7414328	39.37
						
5	6	1	42.2249854	39.38016	42.2249854	39.38016
						
5	6	1	51.9684254	22.50186	51.9684254	22.50186
6	7					
		1	32.4815454	22.50186	32.4815454	22.50186
6	7					
		1	12.9921254	22.50186	12.9921254	22.50186
6	7					
7	8	1	-6.4947546	22.50186	-6.4947546	22.50186
						
7	8	1	-25.9841746	22.50186	-25.9841746	22.50186
						
7	8	1	-45.4735946	22.50186	-45.4735946	22.50186
8	9					
		1	-55.2170346	16.87576		
8	9		-45.4735946	16.87576		
		1	-55.2170346	5.62356	-55.2170346	5.62356
8	9					
9	10	1	-35.72761714	5.62356	-35.72761714	5.62356
						
9	10	1	-16.24073714	5.62356	-16.24073714	5.62356
						
9	10	1	3.2461454	5.62356	3.2461454	5.62356
10	11					
		1	22.7355654	5.62356	22.7355654	5.62356
10	11					
		1	42.2249854	5.62356	42.2249854	5.62356
10	11					
11	12	1	61.7144054	5.62356	61.7144054	5.62356
			51.9684254	7.49076226		
11	12	1	55.2170854	-5.62356	55.2170854	-5.62356
						
11	12	1	35.7276654	-5.62356	35.7276654	-5.62356
12	13					
		1	16.2407854	-5.62356	16.2407854	-5.62356
12	13					
		1	-3.2460946	-5.62356	-3.2460946	-5.62356
12	13					
13	14	1	-22.7355654	-5.62356	-22.7355654	-5.62356
						
13	14	1	-42.2249346	-5.62356	-42.2249346	-5.62356
						
13	14	1	-61.71440794	-5.62356254	-61.71440794	-5.62356254
14	15					
		1	-51.9683746	-22.50186	-51.9683746	-22.50186
14	15					
		1	-32.4814946	-22.50186	-32.4814946	-22.50186
14	15					
15	16	1	-12.9921254	-22.50186	-12.9921254	-22.50186
						
15	16	1	6.4947546	-22.50186	6.4947546	-22.50186
						
15	16	1	25.9842254	-22.50186	25.9842254	-22.50186
16	17					
		1	45.4736454	-22.50186	45.4736454	-22.50186
16	17					
		1	55.2170854	-16.87576	55.2170854	-16.87576
16	17		31.92228312	-18.49005204		
17	18	1	45.4735946	-33.75406	45.4735946	-33.75406
						
17	18	1	35.7276654	-39.38016	35.7276654	-39.38016
						
17	18	1	16.2407346	-39.38016	16.2407346	-39.38016
18	19					
		1	-3.2460946	-39.38016	-3.2460946	-39.38016
18	19					
		1	-22.7414328	-39.37	-22.7414328	-39.37
18	19					
19	20	1	-42.22498794	-39.38016	-42.22498794	-39.38016
						
19	20	1	-35.7276146	-50.63235492	-35.7276146	-50.63235492
						
19	20	1	-25.9841746	-56.25846	-25.9841746	-56.25846
20	21					
		1	-12.9920746	-56.25846	-12.9920746	-56.25846
20	21					
		1	6.4947546	-56.25846	6.4947546	-56.25846
20	21					
21	22	1	25.9842254	-56.25846254	25.9842254	-56.25846254
						
21	22	1	35.7276146	-50.63236	35.7276146	-50.63236
